incidentId,machineId,machineType,incidentType,incidentDate,severity
1051,139,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-08-04,Baixa
1052,090,Perfuratriz,Desgaste da broca,2024-04-09,Baixa
1053,046,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-11-21,Crítica
1054,136,Caminhão Fora de Estrada,Falha no sistema de transmissão,2019-03-29,Alta
1055,058,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-10-01,Média
1056,006,Escavadeira Hidráulica,Falha no sistema de rotação,2017-06-11,Alta
1057,119,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-03-10,Crítica
1058,137,Britador Primário,Rompimento de correias,2023-09-28,Crítica
1059,059,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-11-13,Alta
1060,118,Perfuratriz,Vazamento de combustível,2024-12-08,Média
1061,040,Caminhão Fora de Estrada,Vazamento de óleo do motor,2020-03-27,Média
1062,049,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-12-01,Média
1063,009,Perfuratriz,Quebra do motor de perfuração,2023-05-04,Crítica
1064,005,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-11-27,Baixa
1065,053,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2019-04-06,Baixa
1066,026,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-02-14,Média
1067,115,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2021-10-05,Baixa
1068,063,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-09-21,Média
1069,103,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-07-19,Crítica
1070,060,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-07-17,Alta
1071,015,Carregadeira,Falha no sistema hidráulico,2022-01-15,Média
1072,129,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-05-24,Média
1073,060,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-12-10,Média
1074,148,Escavadeira Hidráulica,Falha no sistema de rotação,2016-07-31,Alta
1075,061,Escavadeira Hidráulica,Falha no sistema de rotação,2022-11-06,Alta
1076,037,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-04-02,Baixa
1077,106,Perfuratriz,Vazamento de combustível,2024-08-16,Média
1078,071,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-04-12,Média
1079,143,Carregadeira,Falha no sistema hidráulico,2024-10-04,Média
1080,110,Perfuratriz,Quebra do motor de perfuração,2019-03-31,Crítica
1081,013,Perfuratriz,Vazamento de combustível,2023-08-13,Média
1082,098,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-10-08,Média
1083,107,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-11-03,Crítica
1084,039,Britador Primário,Falha no motor elétrico,2024-09-11,Alta
1085,097,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-04-18,Alta
1086,138,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-11-28,Crítica
1087,062,Perfuratriz,Falha no compressor de ar,2018-08-03,Alta
1088,077,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-11-13,Alta
1089,119,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-06-14,Média
1090,144,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-11-12,Crítica
1091,107,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-02-12,Alta
1092,100,Carregadeira,Falha no sistema hidráulico,2024-08-29,Média
1093,066,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-08-25,Baixa
1094,085,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-10-26,Média
1095,116,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-05-04,Média
1096,024,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-11-08,Alta
1097,014,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-01-18,Média
1098,097,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-08-05,Baixa
1099,019,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-08-20,Baixa
1100,144,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-01-24,Alta
1101,123,Carregadeira,Falha no sistema hidráulico,2024-03-07,Média
1102,086,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-09-01,Média
1103,004,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-04-30,Baixa
1104,049,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-11-28,Média
1105,123,Carregadeira,Falha no sistema hidráulico,2024-12-27,Média
1106,053,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-11-27,Crítica
1107,062,Perfuratriz,Vazamento de combustível,2022-03-08,Média
1108,073,Carregadeira,Danos na caçamba de carga,2023-05-25,Crítica
1109,120,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-26,Alta
1110,079,Carregadeira,Superaquecimento do motor,2024-01-20,Alta
1111,093,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-11-21,Crítica
1112,120,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-07-23,Média
1113,121,Escavadeira Hidráulica,Falha no sistema de rotação,2020-10-09,Alta
1114,053,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-02-03,Média
1115,081,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-01-28,Crítica
1116,012,Carregadeira,Falha no sistema hidráulico,2018-04-09,Média
1117,038,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-07-10,Média
1118,067,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-04-21,Crítica
1119,076,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-10-14,Baixa
1120,051,Perfuratriz,Vazamento de combustível,2021-11-27,Média
1121,059,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-01-17,Crítica
1122,146,Carregadeira,Falha no sistema hidráulico,2024-11-06,Média
1123,128,Escavadeira Hidráulica,Falha no sistema de rotação,2024-08-28,Alta
1124,066,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-09-15,Crítica
1125,126,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-12-04,Crítica
1126,044,Escavadeira Hidráulica,Falha no sistema de rotação,2023-11-01,Alta
1127,044,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-09-18,Baixa
1128,140,Britador Primário,Rompimento de correias,2021-08-21,Crítica
1129,048,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-08-15,Baixa
1130,135,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-09-02,Média
1131,020,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-08-30,Média
1132,002,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-01-22,Crítica
1133,036,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-05-17,Baixa
1134,018,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-08-09,Alta
1135,003,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-03-22,Alta
1136,130,Perfuratriz,Quebra do motor de perfuração,2024-01-10,Crítica
1137,096,Carregadeira,Desgaste dos pneus,2024-12-21,Baixa
1138,124,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-11-21,Crítica
1139,005,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-01-08,Média
1140,137,Britador Primário,Rompimento de correias,2024-02-11,Crítica
1141,004,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-06-03,Média
1142,136,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-05-21,Média
1143,138,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-11-12,Média
1144,005,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-09-16,Crítica
1145,046,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-08-19,Média
1146,025,Caminhão Fora de Estrada,Falha no sistema de transmissão,2015-12-26,Alta
1147,062,Perfuratriz,Falha no compressor de ar,2022-09-23,Alta
1148,135,Escavadeira Hidráulica,Falha no sistema de rotação,2024-08-28,Alta
1149,091,Perfuratriz,Vazamento de combustível,2023-07-13,Média
1150,102,Perfuratriz,Desgaste da broca,2024-01-09,Baixa
1151,096,Carregadeira,Danos na caçamba de carga,2024-11-19,Crítica
1152,118,Perfuratriz,Falha no compressor de ar,2024-10-07,Alta
1153,058,Escavadeira Hidráulica,Falha no sistema de rotação,2024-02-07,Alta
1154,021,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-10-02,Média
1155,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-12-27,Crítica
1156,098,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-07-12,Crítica
1157,142,Perfuratriz,Quebra do motor de perfuração,2018-01-06,Crítica
1158,015,Carregadeira,Desgaste dos pneus,2023-10-29,Baixa
1159,044,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-06-02,Média
1160,128,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-11-11,Crítica
1161,085,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-03-18,Média
1162,136,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2016-12-20,Baixa
1163,059,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-06-25,Alta
1164,146,Carregadeira,Danos na caçamba de carga,2023-03-08,Crítica
1165,070,Carregadeira,Desgaste dos pneus,2022-09-23,Baixa
1166,020,Escavadeira Hidráulica,Falha no sistema de rotação,2024-06-06,Alta
1167,140,Britador Primário,Bloqueio por material,2021-02-10,Média
1168,046,Escavadeira Hidráulica,Falha no sistema de rotação,2024-08-10,Alta
1169,005,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-04-14,Baixa
1170,037,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-03-29,Crítica
1171,020,Escavadeira Hidráulica,Falha no sistema de rotação,2024-12-02,Alta
1172,042,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-08-16,Alta
1173,146,Carregadeira,Danos na caçamba de carga,2021-01-16,Crítica
1174,139,Escavadeira Hidráulica,Falha no sistema de rotação,2024-05-20,Alta
1175,099,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-14,Baixa
1176,021,Escavadeira Hidráulica,Falha no sistema de rotação,2024-05-04,Alta
1177,014,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2020-06-25,Baixa
1178,112,Carregadeira,Falha no sistema hidráulico,2022-06-29,Média
1179,020,Escavadeira Hidráulica,Falha no sistema de rotação,2024-08-13,Alta
1180,102,Perfuratriz,Vazamento de combustível,2024-08-10,Média
1181,008,Carregadeira,Superaquecimento do motor,2024-10-13,Alta
1182,116,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-09-23,Crítica
1183,059,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-12-07,Média
1184,142,Perfuratriz,Quebra do motor de perfuração,2020-05-31,Crítica
1185,111,Perfuratriz,Falha no compressor de ar,2019-01-27,Alta
1186,150,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-02-17,Crítica
1187,022,Escavadeira Hidráulica,Falha no sistema de rotação,2023-04-14,Alta
1188,064,Carregadeira,Desgaste dos pneus,2022-07-01,Baixa
1189,022,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-25,Alta
1190,040,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-10-06,Crítica
1191,040,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-03-26,Crítica
1192,082,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-06-01,Média
1193,028,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-11-06,Média
1194,002,Escavadeira Hidráulica,Falha no sistema de rotação,2018-09-11,Alta
1195,114,Caminhão Fora de Estrada,Vazamento de óleo do motor,2020-04-09,Média
1196,070,Carregadeira,Desgaste dos pneus,2021-07-15,Baixa
1197,034,Carregadeira,Desgaste dos pneus,2021-04-28,Baixa
1198,048,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-06-03,Crítica
1199,115,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-07-02,Crítica
1200,027,Perfuratriz,Desgaste da broca,2023-06-16,Baixa
1201,023,Britador Primário,Falha no motor elétrico,2023-11-14,Alta
1202,142,Perfuratriz,Desgaste da broca,2023-09-29,Baixa
1203,084,Carregadeira,Danos na caçamba de carga,2019-08-26,Crítica
1204,004,Escavadeira Hidráulica,Falha no sistema de rotação,2023-04-29,Alta
1205,106,Perfuratriz,Quebra do motor de perfuração,2024-05-05,Crítica
1206,022,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-10-30,Baixa
1207,147,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-01-20,Baixa
1208,098,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-03-27,Alta
1209,036,Escavadeira Hidráulica,Falha no sistema de rotação,2024-08-01,Alta
1210,078,Caminhão Fora de Estrada,Vazamento de óleo do motor,2020-08-08,Média
1211,127,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-06-10,Alta
1212,017,Caminhão Fora de Estrada,Falha no sistema de transmissão,2017-07-10,Alta
1213,112,Carregadeira,Superaquecimento do motor,2022-08-07,Alta
1214,108,Escavadeira Hidráulica,Falha no sistema de rotação,2022-04-20,Alta
1215,124,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-02-27,Média
1216,093,Escavadeira Hidráulica,Falha no sistema de rotação,2022-09-25,Alta
1217,064,Carregadeira,Danos na caçamba de carga,2024-11-07,Crítica
1218,051,Perfuratriz,Quebra do motor de perfuração,2022-11-23,Crítica
1219,028,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-04-08,Baixa
1220,078,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2021-10-27,Baixa
1221,102,Perfuratriz,Vazamento de combustível,2022-06-01,Média
1222,098,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-12-09,Média
1223,113,Perfuratriz,Vazamento de combustível,2022-05-12,Média
1224,111,Perfuratriz,Falha no compressor de ar,2020-01-17,Alta
1225,077,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-03-10,Média
1226,052,Britador Primário,Rompimento de correias,2021-09-02,Crítica
1227,081,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-02-17,Baixa
1228,102,Perfuratriz,Vazamento de combustível,2024-08-01,Média
1229,075,Perfuratriz,Quebra do motor de perfuração,2024-08-10,Crítica
1230,148,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-06-25,Baixa
1231,084,Carregadeira,Danos na caçamba de carga,2019-10-07,Crítica
1232,072,Carregadeira,Danos na caçamba de carga,2023-09-21,Crítica
1233,094,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-06-01,Média
1234,145,Carregadeira,Falha no sistema hidráulico,2024-03-03,Média
1235,140,Britador Primário,Desgaste das mandíbulas,2019-11-27,Baixa
1236,141,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-10-02,Média
1237,119,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-08-02,Baixa
1238,113,Perfuratriz,Vazamento de combustível,2022-10-07,Média
1239,018,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-08-09,Crítica
1240,128,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-21,Baixa
1241,078,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-01-08,Alta
1242,065,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-08-16,Baixa
1243,109,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2016-08-30,Crítica
1244,019,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-01-30,Crítica
1245,123,Carregadeira,Danos na caçamba de carga,2024-09-12,Crítica
1246,137,Britador Primário,Rompimento de correias,2021-12-30,Crítica
1247,140,Britador Primário,Bloqueio por material,2023-01-10,Média
1248,093,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-06-26,Média
1249,028,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-01-04,Baixa
1250,091,Perfuratriz,Falha no compressor de ar,2023-03-26,Alta
1251,012,Carregadeira,Danos na caçamba de carga,2022-07-16,Crítica
1252,085,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-05-26,Crítica
1253,028,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-11-03,Média
1254,026,Escavadeira Hidráulica,Falha no sistema de rotação,2021-09-25,Alta
1255,057,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2017-07-28,Baixa
1256,115,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-06-10,Média
1257,101,Perfuratriz,Quebra do motor de perfuração,2024-12-10,Crítica
1258,129,Caminhão Fora de Estrada,Falha no sistema de transmissão,2017-09-25,Alta
1259,089,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-08-30,Baixa
1260,124,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-11-17,Média
1261,076,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-03-13,Crítica
1262,022,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-04-20,Média
1263,037,Escavadeira Hidráulica,Falha no sistema de rotação,2024-11-07,Alta
1264,080,Perfuratriz,Vazamento de combustível,2023-08-21,Média
1265,117,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-12-23,Baixa
1266,134,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-07-29,Crítica
1267,090,Perfuratriz,Quebra do motor de perfuração,2022-07-30,Crítica
1268,025,Caminhão Fora de Estrada,Quebra do eixo traseiro,2019-12-30,Crítica
1269,116,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-11-09,Média
1270,018,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-09-12,Média
1271,012,Carregadeira,Desgaste dos pneus,2016-07-06,Baixa
1272,006,Escavadeira Hidráulica,Falha no sistema de rotação,2023-11-30,Alta
1273,028,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-03-02,Baixa
1274,063,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-01-27,Baixa
1275,142,Perfuratriz,Falha no compressor de ar,2022-08-18,Alta
1276,085,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-07-25,Crítica
1277,119,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-10-30,Baixa
1278,104,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-17,Baixa
1279,048,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-07,Crítica
1280,102,Perfuratriz,Desgaste da broca,2021-12-13,Baixa
1281,051,Perfuratriz,Quebra do motor de perfuração,2019-02-28,Crítica
1282,110,Perfuratriz,Quebra do motor de perfuração,2020-06-02,Crítica
1283,002,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2018-06-01,Baixa
1284,053,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-03-09,Média
1285,017,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-03-15,Baixa
1286,138,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-09-08,Alta
1287,094,Escavadeira Hidráulica,Falha no sistema de rotação,2018-12-16,Alta
1288,051,Perfuratriz,Quebra do motor de perfuração,2021-02-08,Crítica
1289,030,Perfuratriz,Vazamento de combustível,2017-12-18,Média
1290,126,Escavadeira Hidráulica,Falha no sistema de rotação,2016-12-22,Alta
1291,100,Carregadeira,Danos na caçamba de carga,2023-07-23,Crítica
1292,030,Perfuratriz,Vazamento de combustível,2022-06-23,Média
1293,091,Perfuratriz,Quebra do motor de perfuração,2023-04-06,Crítica
1294,045,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-01-14,Média
1295,022,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-03-03,Baixa
1296,081,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-03-25,Média
1297,062,Perfuratriz,Vazamento de combustível,2023-03-22,Média
1298,030,Perfuratriz,Falha no compressor de ar,2022-04-07,Alta
1299,096,Carregadeira,Falha no sistema hidráulico,2024-10-29,Média
1300,131,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-06-17,Crítica
1301,108,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-02-09,Baixa
1302,148,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2017-08-12,Crítica
1303,109,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-05-18,Baixa
1304,125,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-10-11,Baixa
1305,143,Carregadeira,Falha no sistema hidráulico,2024-06-18,Média
1306,126,Escavadeira Hidráulica,Falha no sistema de rotação,2018-07-16,Alta
1307,036,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-07-10,Baixa
1308,081,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-04-28,Crítica
1309,014,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-07-13,Média
1310,003,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-01-21,Crítica
1311,035,Carregadeira,Falha no sistema hidráulico,2024-07-27,Média
1312,099,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-12-22,Crítica
1313,105,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-11-13,Crítica
1314,107,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-12-10,Crítica
1315,126,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-01-04,Baixa
1316,022,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2020-05-01,Média
1317,057,Escavadeira Hidráulica,Falha no sistema de rotação,2016-11-01,Alta
1318,009,Perfuratriz,Vazamento de combustível,2022-03-19,Média
1319,058,Escavadeira Hidráulica,Falha no sistema de rotação,2024-10-30,Alta
1320,044,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-09-11,Crítica
1321,145,Carregadeira,Danos na caçamba de carga,2024-09-01,Crítica
1322,141,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-03-24,Média
1323,147,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-12-03,Média
1324,069,Escavadeira Hidráulica,Falha no sistema de rotação,2024-04-17,Alta
1325,139,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-11-16,Média
1326,113,Perfuratriz,Falha no compressor de ar,2024-10-12,Alta
1327,109,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-09-12,Média
1328,064,Carregadeira,Superaquecimento do motor,2024-07-23,Alta
1329,009,Perfuratriz,Quebra do motor de perfuração,2023-10-03,Crítica
1330,068,Escavadeira Hidráulica,Falha no sistema de rotação,2022-04-17,Alta
1331,023,Britador Primário,Rompimento de correias,2024-01-14,Crítica
1332,031,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-05-26,Baixa
1333,054,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-02,Alta
1334,110,Perfuratriz,Falha no compressor de ar,2022-07-23,Alta
1335,036,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2017-06-15,Baixa
1336,053,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2020-06-13,Baixa
1337,146,Carregadeira,Superaquecimento do motor,2021-09-16,Alta
1338,137,Britador Primário,Falha no motor elétrico,2024-02-20,Alta
1339,138,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-04-28,Alta
1340,083,Escavadeira Hidráulica,Falha no sistema de rotação,2021-08-30,Alta
1341,075,Perfuratriz,Vazamento de combustível,2024-06-23,Média
1342,132,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-09-12,Média
1343,035,Carregadeira,Danos na caçamba de carga,2023-02-03,Crítica
1344,016,Perfuratriz,Vazamento de combustível,2024-02-05,Média
1345,033,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-07-15,Baixa
1346,064,Carregadeira,Falha no sistema hidráulico,2024-03-31,Média
1347,083,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-10-28,Baixa
1348,101,Perfuratriz,Quebra do motor de perfuração,2024-12-20,Crítica
1349,037,Escavadeira Hidráulica,Falha no sistema de rotação,2022-05-23,Alta
1350,107,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-08-19,Crítica
1351,116,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-07-25,Baixa
1352,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-08-08,Crítica
1353,132,Escavadeira Hidráulica,Falha no sistema de rotação,2019-07-30,Alta
1354,095,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-06-02,Crítica
1355,125,Escavadeira Hidráulica,Falha no sistema de rotação,2023-07-26,Alta
1356,149,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-12-18,Média
1357,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-09-28,Crítica
1358,092,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2017-12-16,Média
1359,137,Britador Primário,Rompimento de correias,2021-01-30,Crítica
1360,056,Britador Primário,Rompimento de correias,2022-12-01,Crítica
1361,055,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-07-29,Crítica
1362,069,Escavadeira Hidráulica,Falha no sistema de rotação,2024-04-04,Alta
1363,073,Carregadeira,Superaquecimento do motor,2023-03-06,Alta
1364,141,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-04-11,Baixa
1365,145,Carregadeira,Danos na caçamba de carga,2023-07-23,Crítica
1366,088,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-08-07,Média
1367,012,Carregadeira,Desgaste dos pneus,2020-10-18,Baixa
1368,118,Perfuratriz,Desgaste da broca,2024-09-25,Baixa
1369,032,Britador Primário,Desgaste das mandíbulas,2021-09-21,Baixa
1370,113,Perfuratriz,Quebra do motor de perfuração,2024-11-24,Crítica
1371,001,Perfuratriz,Quebra do motor de perfuração,2024-09-07,Crítica
1372,052,Britador Primário,Desgaste das mandíbulas,2020-10-18,Baixa
1373,078,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-03-15,Alta
1374,071,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-01-03,Média
1375,093,Escavadeira Hidráulica,Falha no sistema de rotação,2021-05-20,Alta
1376,022,Escavadeira Hidráulica,Falha no sistema de rotação,2020-08-11,Alta
1377,043,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2018-04-04,Baixa
1378,102,Perfuratriz,Vazamento de combustível,2023-10-29,Média
1379,060,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-05-13,Crítica
1380,024,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2023-08-08,Baixa
1381,001,Perfuratriz,Falha no compressor de ar,2023-04-03,Alta
1382,123,Carregadeira,Desgaste dos pneus,2024-10-11,Baixa
1383,034,Carregadeira,Falha no sistema hidráulico,2019-10-03,Média
1384,133,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-05-25,Crítica
1385,003,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-05-07,Baixa
1386,088,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-08-15,Média
1387,109,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-11,Baixa
1388,123,Carregadeira,Desgaste dos pneus,2024-12-26,Baixa
1389,059,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-08-02,Crítica
1390,023,Britador Primário,Bloqueio por material,2023-09-11,Média
1391,027,Perfuratriz,Vazamento de combustível,2024-09-21,Média
1392,095,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-11-22,Média
1393,036,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-02-10,Crítica
